date,predicted_class,confidence,true_class
2024-07-21 20:12:01,ABYSSINIAN GROUND HORNBILL,0.9998406171798706,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:01,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:01,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:01,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:01,ABYSSINIAN GROUND HORNBILL,0.9999988079071045,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,0.9999998807907104,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,0.979941189289093,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,0.8626464605331421,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,ABYSSINIAN GROUND HORNBILL,1.0,ABYSSINIAN GROUND HORNBILL
2024-07-21 20:12:02,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:02,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:02,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:02,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:02,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:03,AFRICAN CROWNED CRANE,0.9715030193328857,AFRICAN CROWNED CRANE
2024-07-21 20:12:04,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:04,AFRICAN CROWNED CRANE,1.0,AFRICAN CROWNED CRANE
2024-07-21 20:12:04,VIOLET CUCKOO,0.6325759291648865,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9998058080673218,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9997408986091614,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9992840886116028,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9758689999580383,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9999945163726807,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9999740123748779,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9979438185691833,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9999933242797852,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,VIOLET CUCKOO,0.6532118916511536,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9999990463256836,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9998193979263306,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:04,AFRICAN EMERALD CUCKOO,0.9998418092727661,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,VIOLET CUCKOO,0.616308867931366,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.9596312642097473,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.9999685287475586,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.9999996423721313,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,VIOLET CUCKOO,0.6068220138549805,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.9972335696220398,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.9997416138648987,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN EMERALD CUCKOO,0.8869619965553284,AFRICAN EMERALD CUCKOO
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.9999924898147583,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.40188270807266235,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.9599402546882629,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.9804943799972534,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.999993085861206,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.9986129999160767,AFRICAN FIREFINCH
2024-07-21 20:12:05,AFRICAN FIREFINCH,0.999995231628418,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9947157502174377,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9998346567153931,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9454855918884277,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.660362958908081,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.6013909578323364,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9990992546081543,AFRICAN FIREFINCH
2024-07-21 20:12:06,IWI,0.7587974071502686,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9939111471176147,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9835002422332764,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9988638162612915,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.6021472811698914,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9999521970748901,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9998838901519775,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN FIREFINCH,0.9988972544670105,AFRICAN FIREFINCH
2024-07-21 20:12:06,AFRICAN OYSTER CATCHER,0.6688989400863647,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999997615814209,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999990463256836,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999995231628418,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,CALIFORNIA CONDOR,0.3229205310344696,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,PURPLE SWAMPHEN,0.6618844270706177,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999996423721313,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999265670776367,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,1.0,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9988492727279663,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9985830783843994,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999943971633911,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,1.0,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9999220371246338,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.9294143915176392,AFRICAN OYSTER CATCHER
2024-07-21 20:12:07,AFRICAN OYSTER CATCHER,0.999988317489624,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN OYSTER CATCHER,0.9999998807907104,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN OYSTER CATCHER,1.0,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN OYSTER CATCHER,0.9999593496322632,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN OYSTER CATCHER,0.9999988079071045,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN OYSTER CATCHER,0.9999797344207764,AFRICAN OYSTER CATCHER
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.9994007349014282,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,MALABAR HORNBILL,0.27105391025543213,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.9999996423721313,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.9383585453033447,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.803291916847229,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.8984130024909973,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.9941664934158325,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.999884843826294,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,MALABAR HORNBILL,0.5220161080360413,AFRICAN PIED HORNBILL
2024-07-21 20:12:08,AFRICAN PIED HORNBILL,0.9943628311157227,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.8864166140556335,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,MALABAR HORNBILL,0.5386266112327576,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9999411106109619,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9834573864936829,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9992424249649048,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9998348951339722,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9746677875518799,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9945453405380249,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,WHITE CRESTED HORNBILL,0.585938572883606,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9999526739120483,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PIED HORNBILL,0.9998944997787476,AFRICAN PIED HORNBILL
2024-07-21 20:12:09,AFRICAN PYGMY GOOSE,1.0,AFRICAN PYGMY GOOSE
2024-07-21 20:12:09,AFRICAN PYGMY GOOSE,0.9999995231628418,AFRICAN PYGMY GOOSE
2024-07-21 20:12:09,AFRICAN PYGMY GOOSE,0.9999884366989136,AFRICAN PYGMY GOOSE
2024-07-21 20:12:09,AFRICAN PYGMY GOOSE,0.999987006187439,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999973773956299,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999971389770508,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999653100967407,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999735355377197,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9872092008590698,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,1.0,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999983310699463,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,1.0,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999997615814209,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.2556101083755493,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999852180480957,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999840259552002,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.999599277973175,AFRICAN PYGMY GOOSE
2024-07-21 20:12:10,AFRICAN PYGMY GOOSE,0.9999970197677612,AFRICAN PYGMY GOOSE
2024-07-21 20:12:11,AFRICAN PYGMY GOOSE,0.9999964237213135,AFRICAN PYGMY GOOSE
2024-07-21 20:12:11,AFRICAN PYGMY GOOSE,0.9998049736022949,AFRICAN PYGMY GOOSE
2024-07-21 20:12:11,AFRICAN PYGMY GOOSE,1.0,AFRICAN PYGMY GOOSE
2024-07-21 20:12:11,ALBATROSS,0.9999949932098389,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9996427297592163,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9995567202568054,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9940390586853027,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9965991377830505,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9984434247016907,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9999269247055054,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.872356116771698,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9999986886978149,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9999136924743652,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9980129599571228,ALBATROSS
2024-07-21 20:12:11,ALBATROSS,0.9997356534004211,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.9999850988388062,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.3655673563480377,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.9996724128723145,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.9999773502349854,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,1.0,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.8811705708503723,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.9999548196792603,ALBATROSS
2024-07-21 20:12:12,CALIFORNIA GULL,0.8122472763061523,ALBATROSS
2024-07-21 20:12:12,ALBATROSS,0.9969769716262817,ALBATROSS
2024-07-21 20:12:12,ALBERTS TOWHEE,0.7375446557998657,ALBERTS TOWHEE
2024-07-21 20:12:12,ALBERTS TOWHEE,0.9999961853027344,ALBERTS TOWHEE
2024-07-21 20:12:12,ALBERTS TOWHEE,0.999994158744812,ALBERTS TOWHEE
2024-07-21 20:12:12,ALBERTS TOWHEE,0.9779049754142761,ALBERTS TOWHEE
2024-07-21 20:12:12,ALBERTS TOWHEE,0.9877482056617737,ALBERTS TOWHEE
2024-07-21 20:12:12,ALBERTS TOWHEE,1.0,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9995532631874084,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.49037954211235046,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999996423721313,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999985694885254,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9997010827064514,ALBERTS TOWHEE
2024-07-21 20:12:13,ABBOTTS BABBLER,0.5208607316017151,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999021291732788,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999827146530151,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999364614486694,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.999626636505127,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9998630285263062,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999998807907104,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.7595245242118835,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9999997615814209,ALBERTS TOWHEE
2024-07-21 20:12:13,ALBERTS TOWHEE,0.9913846254348755,ALBERTS TOWHEE
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999986886978149,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ASIAN GREEN BEE EATER,0.547619104385376,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999525547027588,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999899864196777,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999984502792358,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999966621398926,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:14,ALEXANDRINE PARAKEET,0.9999997615814209,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,0.9999669790267944,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,0.9998779296875,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALEXANDRINE PARAKEET,1.0,ALEXANDRINE PARAKEET
2024-07-21 20:12:15,ALPINE CHOUGH,0.9999037981033325,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9973955154418945,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9997893571853638,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.999648928642273,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9999865293502808,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9995229244232178,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9999990463256836,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9999992847442627,ALPINE CHOUGH
2024-07-21 20:12:15,ALPINE CHOUGH,0.9999947547912598,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999995231628418,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.8472362160682678,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.997449517250061,ALPINE CHOUGH
2024-07-21 20:12:16,STRIATED CARACARA,0.6876887679100037,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999995231628418,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,1.0,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.99972003698349,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999988079071045,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999978542327881,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999998807907104,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9999823570251465,ALPINE CHOUGH
2024-07-21 20:12:16,ALPINE CHOUGH,0.9995193481445312,ALPINE CHOUGH
2024-07-21 20:12:16,ALTAMIRA YELLOWTHROAT,0.9996552467346191,ALTAMIRA YELLOWTHROAT
2024-07-21 20:12:16,ALTAMIRA YELLOWTHROAT,0.6092411875724792,ALTAMIRA YELLOWTHROAT
2024-07-21 20:12:16,ALTAMIRA YELLOWTHROAT,0.9992569088935852,ALTAMIRA YELLOWTHROAT
2024-07-21 20:12:17,ALTAMIRA YELLOWTHROAT,0.999852180480957,ALTAMIRA YELLOWTHROAT
